crop,collection_date,genotype,individual,image_path
corn,4,110,4,../data/corn/images\4_110_4.jpg
corn,4,111,1,../data/corn/images\4_111_1.jpg
corn,4,111,2,../data/corn/images\4_111_2.jpg
corn,4,111,3,../data/corn/images\4_111_3.jpg
corn,4,111,4,../data/corn/images\4_111_4.jpg
corn,4,112,1,../data/corn/images\4_112_1.jpg
corn,4,112,2,../data/corn/images\4_112_2.jpg
corn,4,112,3,../data/corn/images\4_112_3.jpg
corn,4,112,4,../data/corn/images\4_112_4.jpg
corn,4,113,1,../data/corn/images\4_113_1.jpg
corn,4,113,2,../data/corn/images\4_113_2.jpg
corn,4,113,3,../data/corn/images\4_113_3.jpg
corn,4,113,4,../data/corn/images\4_113_4.jpg
corn,4,114,1,../data/corn/images\4_114_1.jpg
corn,4,114,2,../data/corn/images\4_114_2.jpg
corn,4,114,4,../data/corn/images\4_114_4.jpg
corn,4,115,1,../data/corn/images\4_115_1.jpg
corn,4,115,2,../data/corn/images\4_115_2.jpg
corn,4,115,3,../data/corn/images\4_115_3.jpg
corn,4,115,4,../data/corn/images\4_115_4.jpg
corn,4,116,1,../data/corn/images\4_116_1.jpg
corn,4,116,2,../data/corn/images\4_116_2.jpg
corn,4,116,3,../data/corn/images\4_116_3.jpg
corn,4,116,4,../data/corn/images\4_116_4.jpg
corn,4,117,1,../data/corn/images\4_117_1.jpg
corn,4,117,2,../data/corn/images\4_117_2.jpg
corn,4,117,3,../data/corn/images\4_117_3.jpg
corn,4,117,4,../data/corn/images\4_117_4.jpg
corn,4,118,1,../data/corn/images\4_118_1.jpg
corn,4,118,2,../data/corn/images\4_118_2.jpg
corn,4,118,3,../data/corn/images\4_118_3.jpg
corn,4,118,4,../data/corn/images\4_118_4.jpg
corn,4,119,1,../data/corn/images\4_119_1.jpg
corn,4,119,2,../data/corn/images\4_119_2.jpg
corn,4,119,3,../data/corn/images\4_119_3.jpg
corn,4,119,4,../data/corn/images\4_119_4.jpg
corn,4,11,1,../data/corn/images\4_11_1.jpg
corn,4,11,2,../data/corn/images\4_11_2.jpg
corn,4,11,3,../data/corn/images\4_11_3.jpg
corn,4,11,4,../data/corn/images\4_11_4.jpg
corn,4,120,1,../data/corn/images\4_120_1.jpg
corn,4,120,2,../data/corn/images\4_120_2.jpg
corn,4,120,3,../data/corn/images\4_120_3.jpg
corn,4,120,4,../data/corn/images\4_120_4.jpg
corn,4,121,1,../data/corn/images\4_121_1.jpg
corn,4,121,2,../data/corn/images\4_121_2.jpg
corn,4,121,3,../data/corn/images\4_121_3.jpg
corn,4,121,4,../data/corn/images\4_121_4.jpg
corn,4,122,1,../data/corn/images\4_122_1.jpg
corn,4,122,2,../data/corn/images\4_122_2.jpg
corn,4,122,3,../data/corn/images\4_122_3.jpg
corn,4,122,4,../data/corn/images\4_122_4.jpg
corn,4,123,1,../data/corn/images\4_123_1.jpg
corn,4,123,2,../data/corn/images\4_123_2.jpg
corn,4,123,3,../data/corn/images\4_123_3.jpg
corn,4,123,4,../data/corn/images\4_123_4.jpg
corn,4,124,1,../data/corn/images\4_124_1.jpg
corn,4,124,2,../data/corn/images\4_124_2.jpg
corn,4,124,3,../data/corn/images\4_124_3.jpg
corn,4,124,4,../data/corn/images\4_124_4.jpg
corn,4,125,1,../data/corn/images\4_125_1.jpg
corn,4,125,2,../data/corn/images\4_125_2.jpg
corn,4,125,3,../data/corn/images\4_125_3.jpg
corn,4,125,4,../data/corn/images\4_125_4.jpg
corn,4,126,1,../data/corn/images\4_126_1.jpg
corn,4,126,2,../data/corn/images\4_126_2.jpg
corn,4,126,3,../data/corn/images\4_126_3.jpg
corn,4,126,4,../data/corn/images\4_126_4.jpg
corn,4,127,1,../data/corn/images\4_127_1.jpg
corn,4,127,2,../data/corn/images\4_127_2.jpg
corn,4,127,3,../data/corn/images\4_127_3.jpg
corn,4,127,4,../data/corn/images\4_127_4.jpg
corn,4,128,1,../data/corn/images\4_128_1.jpg
corn,4,128,2,../data/corn/images\4_128_2.jpg
corn,4,128,3,../data/corn/images\4_128_3.jpg
corn,4,128,4,../data/corn/images\4_128_4.jpg
corn,4,129,1,../data/corn/images\4_129_1.jpg
corn,4,129,2,../data/corn/images\4_129_2.jpg
corn,4,129,3,../data/corn/images\4_129_3.jpg
corn,4,129,4,../data/corn/images\4_129_4.jpg
corn,4,12,1,../data/corn/images\4_12_1.jpg
corn,4,12,2,../data/corn/images\4_12_2.jpg
corn,4,12,3,../data/corn/images\4_12_3.jpg
corn,4,12,4,../data/corn/images\4_12_4.jpg
corn,4,130,1,../data/corn/images\4_130_1.jpg
corn,4,130,2,../data/corn/images\4_130_2.jpg
corn,4,130,3,../data/corn/images\4_130_3.jpg
corn,4,130,4,../data/corn/images\4_130_4.jpg
corn,4,131,1,../data/corn/images\4_131_1.jpg
corn,4,131,2,../data/corn/images\4_131_2.jpg
corn,4,131,3,../data/corn/images\4_131_3.jpg
corn,4,131,4,../data/corn/images\4_131_4.jpg
corn,4,132,1,../data/corn/images\4_132_1.jpg
corn,4,132,2,../data/corn/images\4_132_2.jpg
corn,4,132,3,../data/corn/images\4_132_3.jpg
corn,4,132,4,../data/corn/images\4_132_4.jpg
corn,4,133,1,../data/corn/images\4_133_1.jpg
corn,4,133,2,../data/corn/images\4_133_2.jpg
corn,4,133,3,../data/corn/images\4_133_3.jpg
corn,4,133,4,../data/corn/images\4_133_4.jpg
corn,4,134,1,../data/corn/images\4_134_1.jpg
corn,4,134,2,../data/corn/images\4_134_2.jpg
corn,4,134,3,../data/corn/images\4_134_3.jpg
corn,4,134,4,../data/corn/images\4_134_4.jpg
corn,4,135,1,../data/corn/images\4_135_1.jpg
corn,4,135,2,../data/corn/images\4_135_2.jpg
corn,4,135,3,../data/corn/images\4_135_3.jpg
corn,4,135,4,../data/corn/images\4_135_4.jpg
corn,4,136,1,../data/corn/images\4_136_1.jpg
corn,4,136,2,../data/corn/images\4_136_2.jpg
corn,4,136,3,../data/corn/images\4_136_3.jpg
corn,4,136,4,../data/corn/images\4_136_4.jpg
corn,4,137,1,../data/corn/images\4_137_1.jpg
corn,4,137,2,../data/corn/images\4_137_2.jpg
corn,4,137,3,../data/corn/images\4_137_3.jpg
corn,4,137,4,../data/corn/images\4_137_4.jpg
corn,4,138,1,../data/corn/images\4_138_1.jpg
corn,4,138,2,../data/corn/images\4_138_2.jpg
corn,4,138,3,../data/corn/images\4_138_3.jpg
corn,4,138,4,../data/corn/images\4_138_4.jpg
corn,4,139,1,../data/corn/images\4_139_1.jpg
corn,4,139,2,../data/corn/images\4_139_2.jpg
corn,4,139,3,../data/corn/images\4_139_3.jpg
corn,4,139,4,../data/corn/images\4_139_4.jpg
corn,4,13,1,../data/corn/images\4_13_1.jpg
corn,4,13,2,../data/corn/images\4_13_2.jpg
corn,4,13,3,../data/corn/images\4_13_3.jpg
corn,4,13,4,../data/corn/images\4_13_4.jpg
corn,4,140,1,../data/corn/images\4_140_1.jpg
corn,4,140,2,../data/corn/images\4_140_2.jpg
corn,4,140,3,../data/corn/images\4_140_3.jpg
corn,4,140,4,../data/corn/images\4_140_4.jpg
corn,4,141,1,../data/corn/images\4_141_1.jpg
corn,4,141,2,../data/corn/images\4_141_2.jpg
corn,4,141,3,../data/corn/images\4_141_3.jpg
corn,4,141,4,../data/corn/images\4_141_4.jpg
corn,4,142,1,../data/corn/images\4_142_1.jpg
corn,4,142,2,../data/corn/images\4_142_2.jpg
corn,4,142,3,../data/corn/images\4_142_3.jpg
corn,4,142,4,../data/corn/images\4_142_4.jpg
corn,4,143,1,../data/corn/images\4_143_1.jpg
corn,4,143,2,../data/corn/images\4_143_2.jpg
corn,4,143,3,../data/corn/images\4_143_3.jpg
corn,4,143,4,../data/corn/images\4_143_4.jpg
corn,4,144,1,../data/corn/images\4_144_1.jpg
corn,4,144,2,../data/corn/images\4_144_2.jpg
corn,4,144,3,../data/corn/images\4_144_3.jpg
corn,4,144,4,../data/corn/images\4_144_4.jpg
corn,4,145,1,../data/corn/images\4_145_1.jpg
corn,4,145,2,../data/corn/images\4_145_2.jpg
corn,4,145,3,../data/corn/images\4_145_3.jpg
corn,4,145,4,../data/corn/images\4_145_4.jpg
corn,4,146,1,../data/corn/images\4_146_1.jpg
corn,4,146,2,../data/corn/images\4_146_2.jpg
corn,4,146,3,../data/corn/images\4_146_3.jpg
corn,4,146,4,../data/corn/images\4_146_4.jpg
corn,4,147,1,../data/corn/images\4_147_1.jpg
corn,4,147,2,../data/corn/images\4_147_2.jpg
corn,4,147,3,../data/corn/images\4_147_3.jpg
corn,4,147,4,../data/corn/images\4_147_4.jpg
corn,4,148,1,../data/corn/images\4_148_1.jpg
corn,4,148,2,../data/corn/images\4_148_2.jpg
corn,4,148,3,../data/corn/images\4_148_3.jpg
corn,4,148,4,../data/corn/images\4_148_4.jpg
corn,4,149,1,../data/corn/images\4_149_1.jpg
corn,4,149,2,../data/corn/images\4_149_2.jpg
corn,4,149,3,../data/corn/images\4_149_3.jpg
corn,4,149,4,../data/corn/images\4_149_4.jpg
corn,4,14,1,../data/corn/images\4_14_1.jpg
corn,4,14,2,../data/corn/images\4_14_2.jpg
corn,4,14,3,../data/corn/images\4_14_3.jpg
corn,4,14,4,../data/corn/images\4_14_4.jpg
corn,4,150,1,../data/corn/images\4_150_1.jpg
corn,4,150,2,../data/corn/images\4_150_2.jpg
corn,4,150,3,../data/corn/images\4_150_3.jpg
corn,4,150,4,../data/corn/images\4_150_4.jpg
corn,4,151,1,../data/corn/images\4_151_1.jpg
corn,4,151,2,../data/corn/images\4_151_2.jpg
corn,4,151,3,../data/corn/images\4_151_3.jpg
corn,4,151,4,../data/corn/images\4_151_4.jpg
corn,4,152,1,../data/corn/images\4_152_1.jpg
corn,4,152,2,../data/corn/images\4_152_2.jpg
corn,4,152,3,../data/corn/images\4_152_3.jpg
corn,4,152,4,../data/corn/images\4_152_4.jpg
corn,4,153,1,../data/corn/images\4_153_1.jpg
corn,4,153,2,../data/corn/images\4_153_2.jpg
corn,4,153,3,../data/corn/images\4_153_3.jpg
corn,4,153,4,../data/corn/images\4_153_4.jpg
corn,4,154,1,../data/corn/images\4_154_1.jpg
corn,4,154,2,../data/corn/images\4_154_2.jpg
corn,4,154,3,../data/corn/images\4_154_3.jpg
corn,4,154,4,../data/corn/images\4_154_4.jpg
corn,4,155,1,../data/corn/images\4_155_1.jpg
corn,4,155,2,../data/corn/images\4_155_2.jpg
corn,4,155,3,../data/corn/images\4_155_3.jpg
corn,4,155,4,../data/corn/images\4_155_4.jpg
corn,4,156,1,../data/corn/images\4_156_1.jpg
corn,4,156,2,../data/corn/images\4_156_2.jpg
corn,4,156,3,../data/corn/images\4_156_3.jpg
corn,4,156,4,../data/corn/images\4_156_4.jpg
corn,4,157,1,../data/corn/images\4_157_1.jpg
corn,4,157,2,../data/corn/images\4_157_2.jpg
corn,4,157,3,../data/corn/images\4_157_3.jpg
corn,4,157,4,../data/corn/images\4_157_4.jpg
corn,4,158,1,../data/corn/images\4_158_1.jpg
corn,4,158,2,../data/corn/images\4_158_2.jpg
corn,4,158,3,../data/corn/images\4_158_3.jpg
corn,4,158,4,../data/corn/images\4_158_4.jpg
corn,4,159,1,../data/corn/images\4_159_1.jpg
corn,4,159,2,../data/corn/images\4_159_2.jpg
corn,4,159,3,../data/corn/images\4_159_3.jpg
corn,4,159,4,../data/corn/images\4_159_4.jpg
corn,4,15,1,../data/corn/images\4_15_1.jpg
corn,4,15,2,../data/corn/images\4_15_2.jpg
corn,4,15,3,../data/corn/images\4_15_3.jpg
corn,4,15,4,../data/corn/images\4_15_4.jpg
corn,4,160,1,../data/corn/images\4_160_1.jpg
corn,4,160,2,../data/corn/images\4_160_2.jpg
corn,4,160,3,../data/corn/images\4_160_3.jpg
corn,4,160,4,../data/corn/images\4_160_4.jpg
corn,4,16,1,../data/corn/images\4_16_1.jpg
corn,4,16,2,../data/corn/images\4_16_2.jpg
corn,4,16,3,../data/corn/images\4_16_3.jpg
corn,4,16,4,../data/corn/images\4_16_4.jpg
corn,4,17,1,../data/corn/images\4_17_1.jpg
corn,4,17,2,../data/corn/images\4_17_2.jpg
corn,4,17,3,../data/corn/images\4_17_3.jpg
corn,4,17,4,../data/corn/images\4_17_4.jpg
corn,4,18,1,../data/corn/images\4_18_1.jpg
corn,4,18,2,../data/corn/images\4_18_2.jpg
corn,4,18,3,../data/corn/images\4_18_3.jpg
corn,4,18,4,../data/corn/images\4_18_4.jpg
corn,4,19,1,../data/corn/images\4_19_1.jpg
corn,4,19,2,../data/corn/images\4_19_2.jpg
corn,4,19,3,../data/corn/images\4_19_3.jpg
corn,4,19,4,../data/corn/images\4_19_4.jpg
corn,4,1,1,../data/corn/images\4_1_1.jpg
corn,4,1,2,../data/corn/images\4_1_2.jpg
corn,4,1,3,../data/corn/images\4_1_3.jpg
corn,4,1,4,../data/corn/images\4_1_4.jpg
corn,4,20,1,../data/corn/images\4_20_1.jpg
corn,4,20,2,../data/corn/images\4_20_2.jpg
corn,4,20,3,../data/corn/images\4_20_3.jpg
corn,4,20,4,../data/corn/images\4_20_4.jpg
corn,4,21,1,../data/corn/images\4_21_1.jpg
corn,4,21,2,../data/corn/images\4_21_2.jpg
corn,4,21,3,../data/corn/images\4_21_3.jpg
corn,4,21,4,../data/corn/images\4_21_4.jpg
corn,4,22,1,../data/corn/images\4_22_1.jpg
corn,4,22,2,../data/corn/images\4_22_2.jpg
corn,4,22,3,../data/corn/images\4_22_3.jpg
corn,4,22,4,../data/corn/images\4_22_4.jpg
corn,4,23,1,../data/corn/images\4_23_1.jpg
corn,4,23,2,../data/corn/images\4_23_2.jpg
corn,4,23,3,../data/corn/images\4_23_3.jpg
corn,4,23,4,../data/corn/images\4_23_4.jpg
corn,4,24,1,../data/corn/images\4_24_1.jpg
corn,4,24,2,../data/corn/images\4_24_2.jpg
corn,4,24,3,../data/corn/images\4_24_3.jpg
corn,4,24,4,../data/corn/images\4_24_4.jpg
corn,4,25,1,../data/corn/images\4_25_1.jpg
corn,4,25,2,../data/corn/images\4_25_2.jpg
corn,4,25,3,../data/corn/images\4_25_3.jpg
corn,4,25,4,../data/corn/images\4_25_4.jpg
corn,4,26,1,../data/corn/images\4_26_1.jpg
corn,4,26,2,../data/corn/images\4_26_2.jpg
corn,4,26,3,../data/corn/images\4_26_3.jpg
corn,4,26,4,../data/corn/images\4_26_4.jpg
corn,4,27,1,../data/corn/images\4_27_1.jpg
corn,4,27,2,../data/corn/images\4_27_2.jpg
corn,4,27,3,../data/corn/images\4_27_3.jpg
corn,4,27,4,../data/corn/images\4_27_4.jpg
corn,4,28,1,../data/corn/images\4_28_1.jpg
corn,4,28,2,../data/corn/images\4_28_2.jpg
corn,4,28,3,../data/corn/images\4_28_3.jpg
corn,4,28,4,../data/corn/images\4_28_4.jpg
corn,4,29,1,../data/corn/images\4_29_1.jpg
corn,4,29,2,../data/corn/images\4_29_2.jpg
corn,4,29,3,../data/corn/images\4_29_3.jpg
corn,4,29,4,../data/corn/images\4_29_4.jpg
corn,4,2,1,../data/corn/images\4_2_1.jpg
corn,4,2,2,../data/corn/images\4_2_2.jpg
corn,4,2,3,../data/corn/images\4_2_3.jpg
corn,4,2,4,../data/corn/images\4_2_4.jpg
corn,4,30,1,../data/corn/images\4_30_1.jpg
corn,4,30,2,../data/corn/images\4_30_2.jpg
corn,4,30,3,../data/corn/images\4_30_3.jpg
corn,4,30,4,../data/corn/images\4_30_4.jpg
corn,4,31,1,../data/corn/images\4_31_1.jpg
corn,4,31,2,../data/corn/images\4_31_2.jpg
corn,4,31,3,../data/corn/images\4_31_3.jpg
corn,4,31,4,../data/corn/images\4_31_4.jpg
corn,4,32,1,../data/corn/images\4_32_1.jpg
corn,4,32,2,../data/corn/images\4_32_2.jpg
corn,4,32,3,../data/corn/images\4_32_3.jpg
corn,4,32,4,../data/corn/images\4_32_4.jpg
corn,4,33,1,../data/corn/images\4_33_1.jpg
corn,4,33,2,../data/corn/images\4_33_2.jpg
corn,4,33,3,../data/corn/images\4_33_3.jpg
corn,4,33,4,../data/corn/images\4_33_4.jpg
corn,4,34,1,../data/corn/images\4_34_1.jpg
corn,4,34,2,../data/corn/images\4_34_2.jpg
corn,4,34,3,../data/corn/images\4_34_3.jpg
corn,4,34,4,../data/corn/images\4_34_4.jpg
corn,4,35,1,../data/corn/images\4_35_1.jpg
corn,4,35,2,../data/corn/images\4_35_2.jpg
corn,4,35,3,../data/corn/images\4_35_3.jpg
corn,4,35,4,../data/corn/images\4_35_4.jpg
corn,4,36,1,../data/corn/images\4_36_1.jpg
corn,4,36,2,../data/corn/images\4_36_2.jpg
corn,4,36,3,../data/corn/images\4_36_3.jpg
corn,4,36,4,../data/corn/images\4_36_4.jpg
corn,4,37,1,../data/corn/images\4_37_1.jpg
corn,4,37,2,../data/corn/images\4_37_2.jpg
corn,4,37,3,../data/corn/images\4_37_3.jpg
corn,4,37,4,../data/corn/images\4_37_4.jpg
corn,4,38,1,../data/corn/images\4_38_1.jpg
corn,4,38,2,../data/corn/images\4_38_2.jpg
corn,4,38,3,../data/corn/images\4_38_3.jpg
corn,4,38,4,../data/corn/images\4_38_4.jpg
corn,4,39,1,../data/corn/images\4_39_1.jpg
corn,4,39,2,../data/corn/images\4_39_2.jpg
corn,4,39,3,../data/corn/images\4_39_3.jpg
corn,4,39,4,../data/corn/images\4_39_4.jpg
corn,4,3,1,../data/corn/images\4_3_1.jpg
corn,4,3,2,../data/corn/images\4_3_2.jpg
corn,4,3,3,../data/corn/images\4_3_3.jpg
corn,4,3,4,../data/corn/images\4_3_4.jpg
corn,4,40,1,../data/corn/images\4_40_1.jpg
corn,4,40,2,../data/corn/images\4_40_2.jpg
corn,4,40,3,../data/corn/images\4_40_3.jpg
corn,4,40,4,../data/corn/images\4_40_4.jpg
corn,4,41,1,../data/corn/images\4_41_1.jpg
corn,4,41,2,../data/corn/images\4_41_2.jpg
corn,4,41,3,../data/corn/images\4_41_3.jpg
corn,4,41,4,../data/corn/images\4_41_4.jpg
corn,4,42,1,../data/corn/images\4_42_1.jpg
corn,4,42,2,../data/corn/images\4_42_2.jpg
corn,4,42,3,../data/corn/images\4_42_3.jpg
corn,4,42,4,../data/corn/images\4_42_4.jpg
corn,4,43,1,../data/corn/images\4_43_1.jpg
corn,4,43,2,../data/corn/images\4_43_2.jpg
corn,4,43,3,../data/corn/images\4_43_3.jpg
corn,4,43,4,../data/corn/images\4_43_4.jpg
corn,4,44,1,../data/corn/images\4_44_1.jpg
corn,4,44,2,../data/corn/images\4_44_2.jpg
corn,4,44,3,../data/corn/images\4_44_3.jpg
corn,4,44,4,../data/corn/images\4_44_4.jpg
corn,4,45,1,../data/corn/images\4_45_1.jpg
corn,4,45,2,../data/corn/images\4_45_2.jpg
corn,4,45,3,../data/corn/images\4_45_3.jpg
corn,4,45,4,../data/corn/images\4_45_4.jpg
corn,4,46,1,../data/corn/images\4_46_1.jpg
corn,4,46,2,../data/corn/images\4_46_2.jpg
corn,4,46,3,../data/corn/images\4_46_3.jpg
corn,4,46,4,../data/corn/images\4_46_4.jpg
corn,4,47,1,../data/corn/images\4_47_1.jpg
corn,4,47,2,../data/corn/images\4_47_2.jpg
corn,4,47,3,../data/corn/images\4_47_3.jpg
corn,4,47,4,../data/corn/images\4_47_4.jpg
corn,4,48,1,../data/corn/images\4_48_1.jpg
corn,4,48,2,../data/corn/images\4_48_2.jpg
corn,4,48,3,../data/corn/images\4_48_3.jpg
corn,4,48,4,../data/corn/images\4_48_4.jpg
corn,4,49,1,../data/corn/images\4_49_1.jpg
corn,4,49,2,../data/corn/images\4_49_2.jpg
corn,4,49,3,../data/corn/images\4_49_3.jpg
corn,4,49,4,../data/corn/images\4_49_4.jpg
corn,4,4,1,../data/corn/images\4_4_1.jpg
corn,4,4,2,../data/corn/images\4_4_2.jpg
corn,4,4,3,../data/corn/images\4_4_3.jpg
corn,4,4,4,../data/corn/images\4_4_4.jpg
corn,4,50,1,../data/corn/images\4_50_1.jpg
corn,4,50,2,../data/corn/images\4_50_2.jpg
corn,4,50,3,../data/corn/images\4_50_3.jpg
corn,4,50,4,../data/corn/images\4_50_4.jpg
corn,4,51,1,../data/corn/images\4_51_1.jpg
corn,4,51,2,../data/corn/images\4_51_2.jpg
corn,4,51,3,../data/corn/images\4_51_3.jpg
corn,4,51,4,../data/corn/images\4_51_4.jpg
corn,4,52,1,../data/corn/images\4_52_1.jpg
corn,4,52,2,../data/corn/images\4_52_2.jpg
corn,4,52,3,../data/corn/images\4_52_3.jpg
corn,4,52,4,../data/corn/images\4_52_4.jpg
corn,4,53,1,../data/corn/images\4_53_1.jpg
corn,4,53,2,../data/corn/images\4_53_2.jpg
corn,4,53,3,../data/corn/images\4_53_3.jpg
corn,4,53,4,../data/corn/images\4_53_4.jpg
corn,4,54,1,../data/corn/images\4_54_1.jpg
corn,4,54,2,../data/corn/images\4_54_2.jpg
corn,4,54,3,../data/corn/images\4_54_3.jpg
corn,4,54,4,../data/corn/images\4_54_4.jpg
corn,4,55,1,../data/corn/images\4_55_1.jpg
corn,4,55,2,../data/corn/images\4_55_2.jpg
corn,4,55,3,../data/corn/images\4_55_3.jpg
corn,4,55,4,../data/corn/images\4_55_4.jpg
corn,4,56,1,../data/corn/images\4_56_1.jpg
corn,4,56,2,../data/corn/images\4_56_2.jpg
corn,4,56,3,../data/corn/images\4_56_3.jpg
corn,4,56,4,../data/corn/images\4_56_4.jpg
corn,4,57,1,../data/corn/images\4_57_1.jpg
corn,4,57,2,../data/corn/images\4_57_2.jpg
corn,4,57,3,../data/corn/images\4_57_3.jpg
corn,4,57,4,../data/corn/images\4_57_4.jpg
corn,4,58,1,../data/corn/images\4_58_1.jpg
corn,4,58,2,../data/corn/images\4_58_2.jpg
corn,4,58,3,../data/corn/images\4_58_3.jpg
corn,4,58,4,../data/corn/images\4_58_4.jpg
corn,4,59,1,../data/corn/images\4_59_1.jpg
corn,4,59,2,../data/corn/images\4_59_2.jpg
corn,4,59,3,../data/corn/images\4_59_3.jpg
corn,4,59,4,../data/corn/images\4_59_4.jpg
corn,4,5,1,../data/corn/images\4_5_1.jpg
corn,4,5,2,../data/corn/images\4_5_2.jpg
corn,4,5,3,../data/corn/images\4_5_3.jpg
corn,4,5,4,../data/corn/images\4_5_4.jpg
corn,4,60,1,../data/corn/images\4_60_1.jpg
corn,4,60,2,../data/corn/images\4_60_2.jpg
corn,4,60,3,../data/corn/images\4_60_3.jpg
corn,4,60,4,../data/corn/images\4_60_4.jpg
corn,4,61,1,../data/corn/images\4_61_1.jpg
corn,4,61,2,../data/corn/images\4_61_2.jpg
corn,4,61,3,../data/corn/images\4_61_3.jpg
corn,4,61,4,../data/corn/images\4_61_4.jpg
corn,4,62,1,../data/corn/images\4_62_1.jpg
corn,4,62,2,../data/corn/images\4_62_2.jpg
corn,4,62,3,../data/corn/images\4_62_3.jpg
corn,4,62,4,../data/corn/images\4_62_4.jpg
corn,4,63,1,../data/corn/images\4_63_1.jpg
corn,4,63,2,../data/corn/images\4_63_2.jpg
corn,4,63,3,../data/corn/images\4_63_3.jpg
corn,4,63,4,../data/corn/images\4_63_4.jpg
corn,4,64,1,../data/corn/images\4_64_1.jpg
corn,4,64,3,../data/corn/images\4_64_3.jpg
corn,4,64,4,../data/corn/images\4_64_4.jpg
corn,4,65,1,../data/corn/images\4_65_1.jpg
corn,4,65,3,../data/corn/images\4_65_3.jpg
corn,4,65,4,../data/corn/images\4_65_4.jpg
corn,4,66,1,../data/corn/images\4_66_1.jpg
corn,4,66,2,../data/corn/images\4_66_2.jpg
corn,4,66,3,../data/corn/images\4_66_3.jpg
corn,4,66,4,../data/corn/images\4_66_4.jpg
corn,4,67,1,../data/corn/images\4_67_1.jpg
corn,4,67,2,../data/corn/images\4_67_2.jpg
corn,4,67,3,../data/corn/images\4_67_3.jpg
corn,4,67,4,../data/corn/images\4_67_4.jpg
corn,4,68,1,../data/corn/images\4_68_1.jpg
corn,4,68,2,../data/corn/images\4_68_2.jpg
corn,4,68,3,../data/corn/images\4_68_3.jpg
corn,4,68,4,../data/corn/images\4_68_4.jpg
corn,4,69,1,../data/corn/images\4_69_1.jpg
corn,4,69,2,../data/corn/images\4_69_2.jpg
corn,4,69,3,../data/corn/images\4_69_3.jpg
corn,4,69,4,../data/corn/images\4_69_4.jpg
corn,4,6,1,../data/corn/images\4_6_1.jpg
corn,4,6,2,../data/corn/images\4_6_2.jpg
corn,4,6,3,../data/corn/images\4_6_3.jpg
corn,4,6,4,../data/corn/images\4_6_4.jpg
corn,4,70,1,../data/corn/images\4_70_1.jpg
corn,4,70,2,../data/corn/images\4_70_2.jpg
corn,4,70,3,../data/corn/images\4_70_3.jpg
corn,4,70,4,../data/corn/images\4_70_4.jpg
corn,4,71,1,../data/corn/images\4_71_1.jpg
corn,4,71,2,../data/corn/images\4_71_2.jpg
corn,4,71,3,../data/corn/images\4_71_3.jpg
corn,4,71,4,../data/corn/images\4_71_4.jpg
corn,4,72,1,../data/corn/images\4_72_1.jpg
corn,4,72,2,../data/corn/images\4_72_2.jpg
corn,4,72,3,../data/corn/images\4_72_3.jpg
corn,4,72,4,../data/corn/images\4_72_4.jpg
corn,4,73,1,../data/corn/images\4_73_1.jpg
corn,4,73,2,../data/corn/images\4_73_2.jpg
corn,4,73,3,../data/corn/images\4_73_3.jpg
corn,4,73,4,../data/corn/images\4_73_4.jpg
corn,4,74,1,../data/corn/images\4_74_1.jpg
corn,4,74,2,../data/corn/images\4_74_2.jpg
corn,4,74,3,../data/corn/images\4_74_3.jpg
corn,4,74,4,../data/corn/images\4_74_4.jpg
corn,4,75,1,../data/corn/images\4_75_1.jpg
corn,4,75,2,../data/corn/images\4_75_2.jpg
corn,4,75,3,../data/corn/images\4_75_3.jpg
corn,4,75,4,../data/corn/images\4_75_4.jpg
corn,4,76,1,../data/corn/images\4_76_1.jpg
corn,4,76,2,../data/corn/images\4_76_2.jpg
corn,4,76,3,../data/corn/images\4_76_3.jpg
corn,4,76,4,../data/corn/images\4_76_4.jpg
corn,4,77,1,../data/corn/images\4_77_1.jpg
corn,4,77,2,../data/corn/images\4_77_2.jpg
corn,4,77,3,../data/corn/images\4_77_3.jpg
corn,4,77,4,../data/corn/images\4_77_4.jpg
corn,4,78,1,../data/corn/images\4_78_1.jpg
corn,4,78,2,../data/corn/images\4_78_2.jpg
corn,4,78,3,../data/corn/images\4_78_3.jpg
corn,4,78,4,../data/corn/images\4_78_4.jpg
corn,4,79,1,../data/corn/images\4_79_1.jpg
corn,4,79,2,../data/corn/images\4_79_2.jpg
corn,4,79,3,../data/corn/images\4_79_3.jpg
corn,4,79,4,../data/corn/images\4_79_4.jpg
corn,4,7,1,../data/corn/images\4_7_1.jpg
corn,4,7,2,../data/corn/images\4_7_2.jpg
corn,4,7,3,../data/corn/images\4_7_3.jpg
corn,4,7,4,../data/corn/images\4_7_4.jpg
corn,4,80,1,../data/corn/images\4_80_1.jpg
corn,4,80,2,../data/corn/images\4_80_2.jpg
corn,4,80,3,../data/corn/images\4_80_3.jpg
corn,4,80,4,../data/corn/images\4_80_4.jpg
corn,4,81,2,../data/corn/images\4_81_2.jpg
corn,4,81,3,../data/corn/images\4_81_3.jpg
corn,4,81,4,../data/corn/images\4_81_4.jpg
corn,4,82,1,../data/corn/images\4_82_1.jpg
corn,4,82,2,../data/corn/images\4_82_2.jpg
corn,4,82,3,../data/corn/images\4_82_3.jpg
corn,4,82,4,../data/corn/images\4_82_4.jpg
corn,4,83,1,../data/corn/images\4_83_1.jpg
corn,4,83,2,../data/corn/images\4_83_2.jpg
corn,4,83,3,../data/corn/images\4_83_3.jpg
corn,4,83,4,../data/corn/images\4_83_4.jpg
